Sex,How Often Shower,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Recycles_Paper,Recycles_Plastic,Recycles_Glass,Recycles_Metal,Cooking_Stove,Cooking_Oven,Cooking_Microwave,Cooking_Grill,Cooking_Airfryer,Body Type_normal,Body Type_obese,Body Type_overweight,Body Type_underweight,Diet_omnivore,Diet_pescatarian,Diet_vegan,Diet_vegetarian,Heating Energy Source_coal,Heating Energy Source_electricity,Heating Energy Source_natural gas,Heating Energy Source_wood,Transport_private,Transport_public,Transport_walk/bicycle,Vehicle Type_diesel,Vehicle Type_electric,Vehicle Type_hybrid,Vehicle Type_lpg,Vehicle Type_none,Vehicle Type_petrol,Social Activity_never,Social Activity_often,Social Activity_sometimes,Waste Bag Size_extra large,Waste Bag Size_large,Waste Bag Size_medium,Waste Bag Size_small,CarbonEmission_log
0,3,105,0,82,4,22,22,14,1,790,1,1,1,1,0,1,1,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,6.673297967767654
0,1,230,1,1405,3,17,49,7,2,2566,0,1,1,0,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,7.8504931808711405
1,0,77,0,9206,3,24,18,7,0,626,0,1,1,1,0,0,0,0,0,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,6.440946540632921
0,2,262,1,31,1,6,12,17,1,1501,1,1,0,0,1,1,0,1,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,7.31455283232408
1,2,261,1,5475,5,18,13,17,0,3612,0,0,0,0,1,1,0,0,0,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,8.19229373114764
1,0,65,3,82,7,18,40,18,2,2361,1,1,0,1,0,1,0,0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,7.767263996757308
0,1,246,1,9663,3,22,21,8,1,4347,1,1,0,1,0,1,0,1,1,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,8.3774712482411
0,1,119,2,1436,1,23,19,24,1,2240,1,0,0,0,1,1,0,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,7.714677473800927
0,3,230,0,76,3,5,37,5,1,2045,0,0,0,0,1,0,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,7.6236419465115715
0,3,135,3,1253,2,0,12,14,2,2677,0,0,1,0,1,0,1,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,7.8928255262511176
1,1,141,2,65,6,5,24,17,1,1793,0,0,1,0,0,1,1,1,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,7.492203042618741
0,3,173,1,500,5,23,11,10,0,2313,0,1,0,1,0,0,1,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,7.746732907753622
0,1,180,0,43,3,11,26,11,1,996,1,1,1,1,1,1,0,1,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,6.904750769961838
1,3,98,3,5774,7,2,8,1,2,3222,0,0,1,0,0,0,1,1,1,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,8.078067881815437
1,0,115,0,2062,6,22,19,14,0,1523,0,0,0,1,1,1,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,7.329093736246592
0,3,273,1,18,5,1,21,17,2,2412,1,0,0,0,1,1,1,1,1,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,7.7886260656250315
0,0,198,0,1741,6,6,42,13,1,3325,0,0,0,1,0,1,1,1,1,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,8.109525659752872
1,1,155,2,63,7,3,14,9,1,1910,1,0,0,1,0,1,1,0,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,7.555381944240273
0,0,196,2,5307,4,9,24,0,2,2673,1,1,1,1,0,0,1,0,0,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,7.891330757661889
0,2,135,1,1984,3,10,6,5,0,1644,0,0,1,0,0,1,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,7.405495663199472
0,0,263,3,7952,3,23,5,17,2,4496,1,1,0,1,0,0,0,1,1,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,8.411165786770708
0,0,55,1,93,5,19,30,1,2,1474,0,0,0,0,0,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,7.29641326877392
1,0,190,3,29,7,23,1,17,2,2761,0,1,0,0,1,0,1,1,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,7.923710333969238
0,0,156,1,2073,4,4,24,1,1,2011,1,1,0,1,0,1,0,1,1,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,7.60688453121963
0,0,82,2,9371,4,19,36,11,1,2209,0,1,1,1,0,1,1,1,1,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,7.700747794511798
1,2,77,0,7,4,21,49,13,1,1911,0,1,1,0,0,1,1,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,7.555905093611346
1,2,282,3,36,6,0,24,5,1,2551,0,0,1,1,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,7.844632644464681
1,0,101,0,35,2,20,12,15,0,1045,0,1,0,0,0,1,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,6.952728644624869
0,2,205,3,1787,3,1,47,13,0,3995,1,1,0,0,0,1,1,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,8.293049139768444
1,0,149,3,8250,4,14,42,24,2,2901,0,1,1,1,1,1,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,7.973155433444133
0,2,115,3,909,4,15,34,3,2,2958,1,1,1,1,1,0,1,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,7.99260665240021
1,1,135,0,356,4,9,34,19,0,1409,1,1,1,0,0,1,1,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,7.251344983372214
1,3,167,3,47,5,6,19,21,2,2511,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,7.828834527588089
0,3,175,3,6142,4,13,17,11,2,4173,0,1,1,1,1,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,8.336630087637147
1,0,225,1,1808,5,18,8,21,1,1809,0,1,1,0,0,1,1,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,7.501082124259871
0,3,205,3,1578,6,14,49,10,2,2850,0,1,1,1,0,1,0,1,1,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,7.955425088912672
1,0,114,0,3657,7,1,20,21,0,1466,1,1,0,1,1,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,7.2909747781429814
1,1,148,3,92,4,21,0,21,0,2403,0,1,1,0,0,1,1,1,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,7.784889295655098
0,2,128,0,74,5,2,40,3,0,1045,0,1,0,1,1,1,1,1,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,6.952728644624869
0,2,128,1,120,4,21,40,24,0,1461,1,0,1,1,0,0,1,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,7.2875606403097235
0,2,279,2,19,6,23,36,15,0,3290,0,1,0,0,1,0,1,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,8.098946748943339
1,3,106,3,521,6,11,10,7,2,2278,0,0,0,0,1,0,1,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,7.731492029245684
0,0,169,0,83,7,5,25,13,0,1443,0,1,0,0,0,1,1,1,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,7.275172319452771
1,0,285,3,501,6,3,5,12,1,2225,0,0,0,1,1,1,1,0,0,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,7.70796153183549
0,0,151,3,113,5,23,1,0,0,3071,1,1,0,0,1,1,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,8.030084094267563
0,0,130,0,654,1,16,25,19,1,1183,1,1,0,1,0,1,1,1,1,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,7.076653815443951
0,0,228,2,1733,4,19,12,2,2,1580,0,0,0,1,0,1,1,1,1,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,7.365812837209472
1,2,159,0,83,4,20,21,24,2,1386,0,0,0,1,1,1,1,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,7.234898420314831
0,1,209,1,707,2,23,6,17,2,1384,1,0,1,1,1,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,7.233455418621439
1,3,155,2,3756,6,13,42,22,2,3439,0,1,0,1,1,1,1,0,0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,8.143226750367445
1,3,90,1,56,7,17,23,15,0,1103,1,1,1,1,0,0,1,0,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,7.00669522683704
1,1,81,2,7918,1,14,32,15,1,4286,0,0,0,0,0,0,1,1,1,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,8.363342466597977
0,3,50,1,4757,3,10,20,3,2,2272,0,1,1,1,0,1,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,7.728855823852543
0,1,105,1,4411,1,20,44,21,0,2482,0,1,0,1,0,1,1,1,1,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,7.817222785508166
1,0,173,0,62,4,13,30,5,1,1565,0,0,0,1,0,1,0,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,7.356279876550748
1,3,189,2,1,1,13,30,18,2,2144,0,1,0,0,1,1,0,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,7.6708948313621175
0,1,178,3,28,3,2,27,7,2,2082,1,1,1,1,1,1,1,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,7.641564441260972
1,3,271,0,43,7,23,28,16,0,2129,0,0,0,0,0,1,1,1,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,7.6638772587034705
1,1,282,2,5823,6,19,21,10,2,1644,1,0,1,0,1,1,1,0,0,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,7.405495663199472
0,0,267,1,8,2,16,11,10,1,1494,0,1,1,1,1,1,0,1,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,7.3098814858247865
1,2,231,2,1271,4,10,33,5,2,1872,0,1,1,1,1,1,0,1,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,7.5352967024440884
1,0,111,0,9845,6,9,37,19,1,4663,0,0,0,1,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,8.447628728030327
1,2,148,0,1157,7,18,20,19,2,2013,1,1,0,0,1,1,1,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,7.607878073278507
0,2,224,1,476,6,13,35,10,2,2164,0,0,0,0,0,1,1,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,7.68017564043659
1,1,84,2,482,6,2,49,17,0,2314,1,0,0,1,1,0,1,0,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,7.747164966520335
0,0,267,3,319,5,0,0,23,1,2610,1,1,1,0,1,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,7.8674885686991285
0,1,189,3,50,1,12,30,23,1,2898,0,1,1,1,1,0,0,1,1,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,7.972121128921655
1,2,54,2,6395,2,17,13,3,0,3314,1,0,1,1,1,1,1,0,0,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,8.106212902619962
1,2,163,2,1195,5,18,4,18,2,1496,1,0,1,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,7.311218384419629
0,0,216,3,4288,6,23,10,19,1,3710,1,0,1,0,1,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,8.219056661060598
0,0,210,2,51,7,10,39,4,0,2464,1,1,1,0,1,0,0,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,7.80994708647679
0,1,256,1,62,3,17,11,0,2,1503,0,0,0,0,0,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,7.315883504509785
1,2,125,1,84,2,13,22,1,2,748,0,1,1,1,0,0,1,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,6.618738983517219
1,1,69,0,1267,1,8,38,17,0,1497,0,1,1,1,0,0,1,1,1,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,7.311886164077165
1,1,51,3,1920,2,22,17,10,1,2175,0,0,1,0,1,0,1,1,1,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,7.685243607975833
1,3,298,1,1022,6,0,41,9,2,1707,0,1,1,1,0,1,1,1,1,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,7.443078374348516
1,0,205,3,103,6,3,25,23,2,2163,0,0,0,1,1,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,7.679713639966372
1,2,192,0,6654,1,24,5,8,2,965,0,0,1,1,0,1,1,0,0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,6.873163834212518
1,0,72,0,364,6,18,20,5,1,1463,1,1,1,0,1,0,1,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,7.288927694521257
0,1,70,2,77,4,21,37,14,1,1579,1,0,1,1,0,0,1,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,7.365180126021013
1,2,135,2,436,6,24,16,17,1,1890,0,0,1,0,0,0,1,0,0,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,7.544861068658458
0,2,57,3,808,5,22,35,3,1,2563,1,0,0,0,0,1,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,7.849323818040561
0,1,156,1,1299,5,7,38,8,1,2018,0,1,0,1,1,0,0,1,1,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,7.610357618312838
0,0,142,3,45,6,17,39,16,0,3317,1,0,0,0,0,0,1,1,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,8.10711747075039
0,3,249,2,0,3,15,20,19,1,1640,1,1,1,0,0,0,1,1,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,7.403061091090091
0,0,202,1,5203,7,14,27,9,1,4151,0,0,1,1,0,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,8.331345424845724
0,2,57,2,89,2,14,47,21,1,2212,1,1,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,7.70210434005105
0,0,133,2,1339,3,15,13,14,2,2211,1,0,1,0,1,1,1,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,7.701652362642226
0,2,225,2,655,6,22,8,4,1,2309,1,1,0,1,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,7.745002803515839
1,2,85,1,1705,5,14,48,16,2,1698,1,0,1,1,1,1,1,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,7.4377951216719325
1,1,161,1,2498,7,5,46,6,2,2521,1,0,1,1,1,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,7.8328075165248645
1,2,211,2,5145,4,7,32,7,1,1930,1,1,0,1,1,1,0,0,0,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,7.565793282428515
1,2,166,2,4595,4,2,11,13,2,1866,1,1,0,1,0,0,0,1,1,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,7.532088143541722
1,3,290,3,39,2,14,15,13,1,2923,0,0,0,1,1,1,1,1,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,7.980707820869669
1,1,234,2,0,7,2,36,13,1,2600,0,1,1,0,0,0,0,1,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,7.8636512654486515
1,1,82,3,6,3,21,31,12,0,3128,0,1,1,0,1,0,0,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,8.048468743668883
0,2,230,1,2,7,19,22,16,2,1601,1,1,0,1,0,0,1,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,7.379008127628304
0,1,246,3,6434,7,11,39,12,0,4052,1,0,1,0,0,0,1,0,0,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,8.307212626628308
1,1,110,1,224,6,13,30,18,1,1890,1,0,1,0,0,1,1,1,1,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,7.544861068658458
0,0,69,1,3291,5,0,4,22,0,2627,0,1,1,0,0,1,0,1,1,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,7.873978379604501
0,1,282,0,983,7,19,45,19,1,2665,0,0,0,0,1,1,1,1,1,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,7.888334500738654
1,3,285,1,1218,4,18,25,7,0,1144,0,0,0,1,0,0,1,1,1,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,7.0431599159883405
0,1,54,2,1505,4,12,34,21,2,2040,1,0,1,0,1,1,1,0,0,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,7.621195162809845
0,3,140,3,3,4,12,17,16,1,2217,1,0,1,1,0,1,0,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,7.704361167910313
0,1,101,3,189,2,14,50,12,2,2614,0,0,1,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,7.869019376499023
0,3,296,3,1749,7,4,20,16,0,3308,0,0,1,1,1,0,1,1,1,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,8.104401307921613
1,3,95,2,4037,7,2,35,10,2,2414,1,1,1,1,1,1,1,0,0,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,7.789454566086673
0,2,52,0,1747,4,22,33,0,2,1358,0,1,1,0,1,0,1,0,0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,7.214504414151143
0,1,279,2,2376,1,24,37,9,0,3488,0,1,1,0,1,0,1,1,1,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,8.157370441186774
1,0,124,1,875,3,16,27,6,0,1283,0,1,1,1,1,0,1,1,1,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,7.157735484249907
0,3,57,2,1997,5,17,11,7,1,2199,1,1,0,1,0,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,7.696212639346407
0,1,68,3,1097,6,19,39,10,0,3894,0,0,0,0,1,1,1,0,0,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,8.267448958304849
1,0,286,1,58,7,3,44,11,1,2440,0,0,1,1,1,0,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,7.80016307039296
1,2,226,2,31,4,5,25,23,0,2547,0,1,0,0,1,0,0,1,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,7.843064016692054
0,2,259,0,60,6,0,2,5,1,1435,1,0,0,0,0,0,1,1,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,7.269616749608169
1,0,52,0,3709,3,4,41,12,2,2227,1,1,1,0,0,1,1,1,1,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,7.708859601047175
1,0,60,3,178,1,14,35,11,1,2342,0,0,1,1,1,1,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,7.759187438507795
1,1,138,0,1465,2,13,7,5,0,780,1,1,0,1,0,1,1,0,0,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,6.660575149839686
1,0,84,3,85,5,10,24,15,0,2300,0,1,0,0,1,1,0,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,7.741099090035366
0,2,203,2,26,3,11,8,22,2,1729,0,0,1,0,0,0,1,0,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,7.455876687491824
0,2,298,1,49,5,9,15,4,2,1323,1,0,1,1,1,1,0,1,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,7.188412736496954
0,3,225,3,578,2,19,11,5,1,2515,1,0,0,0,1,0,0,1,1,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,7.830425617820331
1,2,109,2,77,4,23,50,24,2,2393,1,0,0,1,1,0,1,1,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,7.780720886117918
1,0,73,2,1507,5,3,14,15,1,1285,1,1,0,1,0,1,0,0,0,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,7.1592919047975645
0,2,141,2,75,1,8,20,22,1,2485,1,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,7.818430272070656
0,2,242,2,4749,5,23,29,15,1,2252,0,0,0,1,0,1,0,1,1,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,7.720017940432244
0,3,171,2,4592,7,13,9,20,1,2543,0,0,1,0,1,1,1,1,1,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,7.841492924460013
